hour_of_day,day,row,col,demand
7,5,1,6,23
7,5,2,0,0
7,5,2,1,6
7,5,2,2,17
7,5,2,3,33
7,5,2,4,6
7,5,2,5,66
7,5,2,6,20
7,5,3,0,0
7,5,3,1,4
7,5,3,5,27
7,5,3,7,13
7,5,4,1,13
7,5,4,2,0
7,5,4,3,6
7,5,4,6,10
7,5,5,0,0
7,5,5,4,29
7,5,5,5,20
7,5,5,6,6
7,5,6,4,10
7,5,6,5,23
7,5,6,6,13
7,5,6,7,4
7,5,7,2,0
7,5,7,3,6
7,5,7,4,4
7,5,7,5,20
7,5,7,7,17
8,5,0,0,0
8,5,0,3,56
8,5,0,6,13
8,5,0,7,20
8,5,1,2,60
8,5,1,3,43
8,5,1,6,29
8,5,1,7,23
8,5,2,0,0
8,5,2,1,0
8,5,2,2,43
8,5,2,7,33
8,5,3,4,37
8,5,3,6,20
8,5,3,7,37
8,5,4,0,0
8,5,4,3,27
8,5,5,0,0
8,5,5,2,0
8,5,5,4,10
8,5,5,7,50
8,5,6,1,0
8,5,6,2,0
8,5,6,3,6
8,5,6,4,4
8,5,6,7,6
8,5,7,0,0
8,5,7,1,0
8,5,7,2,0
9,5,0,0,0
9,5,0,3,60
9,5,0,5,27
9,5,0,6,40
9,5,0,7,27
9,5,1,0,0
9,5,1,2,23
9,5,1,5,43
9,5,1,7,50
9,5,2,0,0
9,5,2,1,70
9,5,2,2,23
9,5,2,3,40
9,5,2,6,37
9,5,2,7,43
9,5,3,0,0
9,5,3,1,0
9,5,3,7,54
9,5,4,1,6
9,5,4,3,13
9,5,4,4,54
9,5,4,5,40
9,5,4,6,43
9,5,5,0,0
9,5,5,1,0
9,5,5,2,0
9,5,5,4,4
9,5,5,5,43
9,5,5,6,10
9,5,6,1,0
9,5,6,2,0
9,5,6,5,4
9,5,7,0,0
9,5,7,3,6
9,5,7,6,6
9,5,7,7,33
10,5,0,1,4
10,5,0,2,17
10,5,0,3,27
10,5,0,5,10
10,5,0,6,10
10,5,0,7,6
10,5,1,2,17
10,5,1,3,20
10,5,1,5,13
10,5,1,6,10
10,5,2,0,0
10,5,2,1,0
10,5,2,2,33
10,5,2,3,29
10,5,2,4,29
10,5,2,5,40
10,5,2,7,153
10,5,3,1,10
10,5,4,0,4
10,5,4,3,10
10,5,4,4,17
10,5,4,5,20
10,5,5,0,0
10,5,5,2,0
10,5,5,5,13
10,5,5,6,29
10,5,5,7,27
10,5,6,0,0
10,5,6,4,13
10,5,6,5,10
10,5,7,0,0
10,5,7,5,0
11,5,0,2,29
11,5,0,3,37
11,5,0,5,17
11,5,0,7,13
11,5,1,1,0
11,5,1,2,20
11,5,1,3,54
11,5,1,4,29
11,5,1,5,54
11,5,1,6,17
11,5,1,7,29
11,5,2,1,10
11,5,2,4,37
11,5,3,0,0
11,5,3,3,37
11,5,3,4,10
11,5,3,6,46
11,5,3,7,60
11,5,4,3,10
11,5,4,5,20
11,5,4,6,56
11,5,5,1,0
11,5,5,4,4
11,5,5,5,40
11,5,6,0,0
11,5,6,1,0
11,5,6,3,0
11,5,6,4,13
11,5,6,5,4
11,5,6,6,6
11,5,6,7,13
11,5,7,0,0
11,5,7,1,0
11,5,7,2,0
11,5,7,3,0
12,5,0,1,0
12,5,0,5,37
12,5,0,6,17
12,5,1,0,0
12,5,1,4,27
12,5,1,5,23
12,5,1,7,27
12,5,2,0,0
12,5,2,3,37
12,5,2,4,43
12,5,2,7,33
12,5,3,0,4
12,5,3,1,4
12,5,3,2,17
12,5,3,3,17
12,5,3,5,63
12,5,3,6,40
12,5,4,0,0
12,5,4,1,0
12,5,4,2,0
12,5,4,3,27
12,5,4,5,33
12,5,4,6,87
12,5,4,7,10
12,5,5,0,0
12,5,5,2,0
12,5,5,3,50
12,5,5,5,46
12,5,5,6,23
12,5,5,7,20
12,5,6,0,0
12,5,6,1,6
12,5,6,2,0
12,5,6,6,4
12,5,6,7,13
12,5,7,0,0
12,5,7,2,13
12,5,7,4,6
12,5,7,5,0
12,5,7,6,0
12,5,7,7,6
13,5,0,1,4
13,5,0,4,27
13,5,0,5,29
13,5,1,2,112
13,5,1,4,4
13,5,1,5,93
13,5,1,7,54
13,5,2,0,6
13,5,2,3,66
13,5,2,5,43
13,5,3,1,10
13,5,3,3,106
13,5,3,4,40
13,5,3,5,56
13,5,3,6,50
13,5,3,7,40
13,5,4,0,0
13,5,4,1,17
13,5,4,4,33
13,5,4,5,54
13,5,4,7,20
13,5,5,0,0
13,5,5,3,6
13,5,5,5,63
13,5,5,6,20
13,5,5,7,17
13,5,6,0,0
13,5,6,1,4
13,5,6,3,4
13,5,6,5,29
13,5,6,6,20
13,5,6,7,13
13,5,7,0,0
13,5,7,4,40
13,5,7,5,13
14,5,0,0,10
14,5,0,1,17
14,5,0,2,50
14,5,0,4,43
14,5,0,5,145
14,5,0,7,27
14,5,1,0,6
14,5,1,2,40
14,5,1,4,10
14,5,1,5,46
14,5,1,6,56
14,5,1,7,54
14,5,2,0,0
14,5,2,1,0
14,5,2,2,137
14,5,2,3,66
14,5,2,4,40
14,5,2,5,70
14,5,2,7,40
14,5,3,0,0
14,5,3,1,23
14,5,3,2,37
14,5,3,3,33
14,5,3,5,89
14,5,3,7,50
14,5,4,1,0
14,5,4,3,46
14,5,4,7,56
14,5,5,0,0
14,5,5,2,4
14,5,5,4,10
14,5,5,6,27
14,5,6,0,0
14,5,6,1,0
14,5,6,5,6
14,5,7,0,0
14,5,7,1,0
14,5,7,3,0
14,5,7,6,4
15,5,0,0,4
15,5,0,1,4
15,5,0,3,83
15,5,0,4,33
15,5,0,5,27
15,5,0,6,17
15,5,0,7,63
15,5,1,0,0
15,5,1,1,10
15,5,1,2,50
15,5,1,3,183
15,5,1,4,17
15,5,1,5,50
15,5,1,6,17
15,5,1,7,63
15,5,2,0,0
15,5,2,1,13
15,5,2,4,20
15,5,2,5,70
15,5,2,6,50
15,5,3,0,0
15,5,3,1,10
15,5,3,2,40
15,5,3,3,46
15,5,3,4,46
15,5,3,6,50
15,5,3,7,6
15,5,4,0,0
15,5,4,2,0
15,5,4,4,27
15,5,4,7,29
15,5,5,1,0
15,5,5,2,4
15,5,5,3,4
15,5,5,6,6
15,5,5,7,13
15,5,6,2,4
15,5,6,3,4
15,5,6,4,23
15,5,6,5,6
15,5,6,6,10
15,5,7,0,0
15,5,7,1,0
15,5,7,3,0
15,5,7,5,13
15,5,7,7,23
16,5,0,0,6
16,5,0,1,10
16,5,0,3,46
16,5,0,4,46
16,5,0,6,66
16,5,0,7,27
16,5,1,0,0
16,5,1,1,0
16,5,1,3,203
16,5,1,4,13
16,5,1,5,40
16,5,1,7,54
16,5,2,0,4
16,5,2,2,40
16,5,2,5,50
16,5,2,7,29
16,5,3,0,0
16,5,3,1,13
16,5,3,2,0
16,5,3,4,43
16,5,3,6,54
16,5,3,7,17
16,5,4,0,4
16,5,4,4,27
16,5,4,6,20
16,5,5,0,0
16,5,5,1,10
16,5,5,2,0
16,5,5,3,0
16,5,6,0,0
16,5,6,2,4
16,5,6,3,4
16,5,6,6,4
16,5,7,0,0
16,5,7,1,0
16,5,7,2,0
16,5,7,3,6
16,5,7,4,13
16,5,7,5,17
16,5,7,6,6
17,5,0,2,23
17,5,0,4,54
17,5,0,5,27
17,5,0,6,33
17,5,0,7,27
17,5,1,2,17
17,5,1,3,70
17,5,1,4,4
17,5,1,6,13
17,5,1,7,27
17,5,2,0,0
17,5,2,1,0
17,5,2,2,17
17,5,2,4,10
17,5,3,0,0
17,5,3,1,6
17,5,3,5,46
17,5,4,0,4
17,5,4,1,6
17,5,4,3,50
17,5,4,4,37
17,5,4,5,17
17,5,4,6,20
17,5,4,7,43
17,5,5,1,6
17,5,5,2,4
17,5,5,5,6
17,5,5,6,6
17,5,5,7,17
17,5,6,0,0
17,5,6,1,0
17,5,6,2,0
17,5,6,3,0
17,5,6,5,4
17,5,6,6,10
17,5,7,0,0
17,5,7,1,0
17,5,7,2,0
17,5,7,3,0
17,5,7,4,0
17,5,7,6,0
18,5,0,0,4
18,5,0,2,21
18,5,0,3,48
18,5,0,5,17
18,5,1,0,0
18,5,1,1,0
18,5,1,2,13
18,5,1,5,17
18,5,2,1,0
18,5,2,3,35
18,5,2,5,46
18,5,2,6,35
18,5,2,7,31
18,5,3,0,0
18,5,3,1,7
18,5,3,2,11
18,5,3,3,11
18,5,3,5,46
18,5,3,6,42
18,5,3,7,28
18,5,4,1,13
18,5,4,2,0
18,5,4,3,46
18,5,4,4,42
18,5,4,7,24
18,5,5,0,0
18,5,5,1,7
18,5,5,2,11
18,5,5,3,11
18,5,5,4,11
18,5,5,5,21
18,5,6,3,4
18,5,6,4,11
18,5,6,7,24
18,5,7,4,0
18,5,7,7,11
19,5,0,1,0
19,5,0,2,24
19,5,0,3,21
19,5,0,4,17
19,5,0,5,39
19,5,0,6,21
19,5,1,0,0
19,5,1,1,0
19,5,1,3,63
19,5,1,4,13
19,5,1,5,59
19,5,1,6,28
19,5,2,0,0
19,5,2,1,0
19,5,2,2,11
19,5,2,3,52
19,5,2,4,39
19,5,2,5,4
19,5,2,6,21
19,5,2,7,24
19,5,3,3,13
19,5,3,4,52
19,5,3,7,28
19,5,4,0,11
19,5,4,1,4
19,5,4,7,31
19,5,5,1,4
19,5,5,2,0
19,5,5,3,48
19,5,5,4,24
19,5,5,6,13
19,5,6,0,0
19,5,6,2,4
19,5,6,4,0
19,5,6,5,4
19,5,6,6,7
19,5,7,0,0
19,5,7,3,4
19,5,7,4,4
20,5,0,0,0
20,5,0,2,21
20,5,0,3,4
20,5,0,4,7
20,5,0,5,4
20,5,0,6,4
20,5,0,7,4
20,5,1,0,0
20,5,1,1,4
20,5,1,2,17
20,5,1,5,7
20,5,1,6,7
20,5,1,7,21
20,5,2,0,7
20,5,2,6,11
20,5,2,7,7
20,5,3,0,0
20,5,3,1,4
20,5,3,4,11
20,5,3,5,17
20,5,3,6,13
20,5,3,7,7
20,5,4,0,0
20,5,4,2,0
20,5,4,4,4
20,5,4,6,0
20,5,4,7,24
20,5,5,1,0
20,5,5,2,11
20,5,5,7,4
20,5,6,0,0
20,5,6,2,0
20,5,6,3,0
20,5,6,5,0
20,5,6,6,4
20,5,6,7,4
20,5,7,0,0
20,5,7,2,0
20,5,7,4,0
20,5,7,5,4
20,5,7,7,0
21,5,0,2,31
21,5,0,3,0
21,5,0,4,0
21,5,0,6,4
21,5,0,7,0
21,5,1,2,7
21,5,1,5,0
21,5,1,7,0
21,5,2,0,0
21,5,2,4,17
21,5,2,5,0
21,5,3,0,0
21,5,3,1,4
21,5,3,2,4
21,5,3,5,21
21,5,3,6,7
21,5,3,7,0
21,5,4,0,0
21,5,4,5,13
21,5,4,7,0
21,5,5,1,0
21,5,5,2,0
21,5,5,3,0
21,5,5,5,4
21,5,6,0,0
21,5,6,2,11
21,5,6,3,0
21,5,6,7,4
21,5,7,0,0
21,5,7,1,0
21,5,7,3,0
21,5,7,5,0
21,5,7,6,0
22,5,0,0,0
22,5,0,1,0
22,5,0,3,0
22,5,0,4,11
22,5,0,5,0
22,5,0,6,0
22,5,1,1,0
22,5,1,2,0
22,5,1,3,0
22,5,1,6,4
22,5,1,7,4
22,5,2,0,0
22,5,2,1,0
22,5,2,2,7
22,5,2,3,0
22,5,2,4,13
22,5,2,5,11
22,5,2,6,4
22,5,2,7,0
22,5,3,0,0
22,5,3,2,0
22,5,3,4,0
22,5,3,5,0
22,5,3,6,0
22,5,3,7,0
22,5,4,0,0
22,5,4,1,0
22,5,4,2,0
22,5,4,4,4
22,5,4,6,0
22,5,5,0,0
22,5,5,3,0
22,5,5,4,0
22,5,5,6,4
22,5,5,7,0
22,5,6,1,0
22,5,6,2,0
22,5,6,3,0
22,5,6,5,11
22,5,6,7,0
22,5,7,0,0
22,5,7,3,0
22,5,7,5,0
22,5,7,6,0
22,5,7,7,0
23,5,0,1,0
23,5,0,5,0
23,5,0,6,0
23,5,0,7,0
23,5,1,0,0
23,5,1,1,0
23,5,1,3,0
23,5,1,6,0
23,5,1,7,0
23,5,2,2,0
23,5,2,3,4
23,5,2,5,11
23,5,2,7,0
23,5,3,2,0
23,5,3,4,0
23,5,3,6,0
23,5,3,7,0
23,5,4,0,0
23,5,4,1,0
23,5,4,2,0
23,5,4,3,4
23,5,4,5,13
23,5,5,0,0
23,5,5,1,0
23,5,5,6,0
23,5,5,7,0
23,5,6,0,0
23,5,6,1,0
23,5,6,2,0
23,5,6,3,4
23,5,6,4,0
23,5,6,5,0
23,5,6,6,0
23,5,7,3,0
23,5,7,5,0
23,5,7,6,0
23,5,7,7,0
0,6,0,0,0
0,6,0,2,0
0,6,0,4,0
0,6,1,0,0
0,6,1,2,4
0,6,1,5,7
0,6,1,6,4
0,6,2,0,0
0,6,2,4,7
0,6,2,5,4
0,6,2,6,4
0,6,3,2,0
0,6,3,3,7
0,6,3,6,0
0,6,4,2,4
0,6,4,3,7
0,6,4,6,0
0,6,4,7,0
0,6,5,0,0
0,6,5,2,0
0,6,5,3,0
0,6,5,4,0
0,6,5,5,0
0,6,5,6,0
0,6,5,7,0
0,6,6,0,0
0,6,6,4,0
0,6,6,6,0
0,6,7,0,0
0,6,7,1,0
0,6,7,3,0
0,6,7,4,0
0,6,7,5,0
1,6,0,0,0
1,6,0,2,11
1,6,0,4,0
1,6,0,6,0
1,6,1,2,4
1,6,1,3,0
1,6,1,4,0
1,6,1,5,24
1,6,2,1,0
1,6,2,3,7
1,6,2,4,0
1,6,2,5,0
1,6,2,6,0
1,6,2,7,0
1,6,3,0,0
1,6,3,1,0
1,6,3,7,0
1,6,4,1,0
1,6,4,2,0
1,6,4,3,0
1,6,4,4,13
1,6,4,5,7
1,6,4,6,0
1,6,4,7,11
1,6,5,0,0
1,6,5,1,0
1,6,5,2,4
1,6,5,3,4
1,6,5,5,4
1,6,5,6,0
1,6,5,7,0
1,6,6,1,0
1,6,6,2,0
1,6,6,3,0
1,6,6,6,0
1,6,7,1,0
1,6,7,2,0
1,6,7,4,0
1,6,7,5,0
1,6,7,6,4
2,6,0,0,13
2,6,0,2,31
2,6,0,4,17
2,6,0,6,35
2,6,1,0,0
2,6,1,1,4
2,6,1,3,87
2,6,1,5,4
2,6,1,6,7
2,6,1,7,13
2,6,2,2,21
2,6,2,3,94
2,6,2,4,13
2,6,2,5,28
2,6,2,6,17
2,6,3,1,0
2,6,3,2,0
2,6,3,3,251
2,6,3,6,46
2,6,3,7,21
2,6,4,0,0
2,6,4,1,0
2,6,4,3,7
2,6,4,6,24
2,6,4,7,28
2,6,5,0,0
2,6,5,2,0
2,6,5,3,87
2,6,5,4,7
2,6,5,5,28
2,6,5,7,13
2,6,6,0,0
2,6,6,1,0
2,6,6,4,4
2,6,6,5,17
2,6,6,7,0
2,6,7,0,0
2,6,7,3,0
2,6,7,4,7
2,6,7,7,0
3,6,0,1,0
3,6,0,5,70
3,6,0,6,56
3,6,0,7,240
3,6,1,0,0
3,6,1,1,42
3,6,1,2,109
3,6,1,3,320
3,6,1,4,139
3,6,2,1,0
3,6,2,2,76
3,6,2,4,205
3,6,2,5,233
3,6,3,0,0
3,6,3,2,28
3,6,3,6,196
3,6,3,7,163
3,6,4,1,11
3,6,4,2,0
3,6,4,4,80
3,6,4,5,202
3,6,5,0,0
3,6,5,1,0
3,6,5,2,0
3,6,5,3,42
3,6,5,4,46
3,6,5,7,150
3,6,6,1,0
3,6,6,3,4
3,6,6,4,28
3,6,6,7,11
3,6,7,0,0
3,6,7,2,0
3,6,7,3,0
4,6,0,3,59
4,6,0,5,70
4,6,0,6,59
4,6,1,0,0
4,6,1,4,80
4,6,1,6,35
4,6,1,7,188
4,6,2,0,4
4,6,2,2,17
4,6,2,3,59
4,6,2,6,168
4,6,2,7,122
4,6,3,1,7
4,6,3,3,118
4,6,3,4,80
4,6,3,5,139
4,6,3,7,48
4,6,4,2,0
4,6,4,4,87
4,6,4,5,139
4,6,4,6,11
4,6,4,7,122
4,6,5,0,0
4,6,5,1,0
4,6,5,2,0
4,6,5,3,4
4,6,5,4,35
4,6,5,5,115
4,6,5,6,7
4,6,6,2,0
4,6,6,3,0
4,6,6,4,7
4,6,7,0,0
4,6,7,1,0
4,6,7,2,0
4,6,7,3,0
4,6,7,5,4
4,6,7,6,13
4,6,7,7,0
5,6,0,2,52
5,6,0,4,76
5,6,0,5,94
5,6,0,6,80
5,6,1,0,0
5,6,1,2,153
5,6,1,3,505
5,6,1,4,307
5,6,1,5,289
5,6,1,7,111
5,6,2,0,7
5,6,2,2,66
5,6,2,4,318
5,6,2,5,143
5,6,2,6,285
5,6,2,7,105
5,6,3,1,13
5,6,3,2,52
5,6,3,4,63
5,6,3,5,39
5,6,3,7,74
5,6,4,3,17
5,6,4,7,261
5,6,5,2,0
5,6,5,3,24
5,6,5,5,59
5,6,5,7,74
5,6,6,2,0
5,6,6,3,0
5,6,6,5,28
5,6,6,6,0
5,6,6,7,11
5,6,7,0,0
5,6,7,1,0
5,6,7,2,0
5,6,7,3,7
5,6,7,4,0
5,6,7,5,0
5,6,7,6,11
5,6,7,7,4
6,6,0,0,13
6,6,0,1,4
6,6,0,3,240
6,6,0,4,63
6,6,0,5,168
6,6,1,0,0
6,6,1,2,42
6,6,1,3,94
6,6,1,4,126
6,6,1,7,74
6,6,2,2,35
6,6,2,4,83
6,6,2,6,163
6,6,3,0,11
6,6,3,2,4
6,6,3,5,70
6,6,3,6,133
6,6,3,7,46
6,6,4,1,4
6,6,4,2,0
6,6,4,5,94
6,6,4,6,87
6,6,4,7,146
6,6,5,0,0
6,6,5,1,0
6,6,5,4,13
6,6,5,5,42
6,6,5,7,13
6,6,6,0,0
6,6,6,1,4
6,6,6,3,0
6,6,6,5,4
6,6,7,1,0
6,6,7,3,0
7,6,0,1,11
7,6,0,2,28
7,6,0,4,109
7,6,0,5,163
7,6,1,0,0
7,6,1,1,4
7,6,1,3,331
7,6,1,4,39
7,6,1,5,74
7,6,1,6,74
7,6,2,0,0
7,6,2,2,28
7,6,2,4,118
7,6,2,5,115
7,6,3,0,39
7,6,3,3,70
7,6,3,7,39
7,6,4,3,21
7,6,4,4,17
7,6,4,5,163
7,6,4,6,98
7,6,4,7,170
7,6,5,0,0
7,6,5,1,0
7,6,5,3,7
7,6,5,7,46
7,6,6,1,0
7,6,6,2,0
7,6,6,7,42
7,6,7,3,0
7,6,7,7,0
8,6,0,0,21
8,6,0,2,143
8,6,0,3,35
8,6,0,4,52
8,6,0,5,83
8,6,1,0,0
8,6,1,1,4
8,6,1,2,28
8,6,1,3,185
8,6,1,4,21
8,6,1,5,129
8,6,1,6,122
8,6,2,1,0
8,6,2,3,91
8,6,2,4,170
8,6,2,5,111
8,6,2,6,181
8,6,2,7,83
8,6,3,2,11
8,6,3,4,129
8,6,3,5,122
8,6,3,6,196
8,6,4,1,4
8,6,4,2,0
8,6,4,3,11
8,6,4,4,56
8,6,4,5,226
8,6,4,6,213
8,6,5,0,0
8,6,5,1,0
8,6,5,2,0
8,6,5,5,76
8,6,6,1,0
8,6,6,2,0
8,6,6,4,21
8,6,6,7,17
8,6,7,1,0
8,6,7,2,0
8,6,7,4,13
8,6,7,5,17
9,6,0,0,7
9,6,0,2,98
9,6,0,3,109
9,6,0,5,109
9,6,0,6,168
9,6,0,7,146
9,6,1,1,4
9,6,1,3,109
9,6,1,4,21
9,6,1,5,98
9,6,1,7,111
9,6,2,0,0
9,6,2,1,4
9,6,2,2,70
9,6,2,4,63
9,6,2,6,205
9,6,3,2,7
9,6,4,0,0
9,6,4,2,17
9,6,4,4,48
9,6,4,7,70
9,6,5,2,13
9,6,5,3,0
9,6,5,5,98
9,6,5,6,35
9,6,5,7,39
9,6,6,0,0
9,6,6,2,0
9,6,6,3,4
9,6,6,4,13
9,6,6,5,21
9,6,6,6,7
9,6,7,1,0
9,6,7,4,17
9,6,7,5,7
9,6,7,6,39
10,6,0,0,0
10,6,0,1,4
10,6,0,5,105
10,6,0,6,153
10,6,0,7,170
10,6,1,0,0
10,6,1,3,170
10,6,1,6,168
10,6,1,7,46
10,6,2,1,0
10,6,2,2,4
10,6,2,3,42
10,6,2,4,83
10,6,3,0,0
10,6,3,2,70
10,6,3,3,59
10,6,3,7,74
10,6,4,0,4
10,6,4,1,4
10,6,4,4,48
10,6,4,5,133
10,6,4,7,135
10,6,5,1,0
10,6,5,5,331
10,6,6,0,0
10,6,6,1,0
10,6,6,2,0
10,6,6,3,0
10,6,6,4,17
10,6,7,4,28
11,6,0,2,24
11,6,0,3,98
11,6,0,6,484
11,6,1,0,0
11,6,1,6,275
11,6,1,7,163
11,6,2,3,59
11,6,2,4,115
11,6,2,5,432
11,6,2,6,934
11,6,2,7,42
11,6,3,0,4
11,6,3,3,31
11,6,3,4,83
11,6,3,5,1094
11,6,3,7,66
11,6,4,0,4
11,6,4,2,0
11,6,4,4,42
11,6,4,6,840
11,6,4,7,56
11,6,5,0,0
11,6,5,1,0
11,6,5,2,4
11,6,5,3,13
11,6,5,4,11
11,6,6,0,0
11,6,6,2,0
11,6,6,3,129
11,6,6,4,7
11,6,6,5,56
11,6,6,6,70
11,6,6,7,21
11,6,7,1,0
11,6,7,6,0
11,6,7,7,11
12,6,0,1,13
12,6,0,6,499
12,6,1,0,0
12,6,1,1,0
12,6,1,2,66
12,6,1,5,348
12,6,1,6,697
12,6,1,7,76
12,6,2,0,0
12,6,2,2,46
12,6,2,6,1063
12,6,3,0,7
12,6,3,1,35
12,6,3,3,42
12,6,3,4,74
12,6,3,5,686
12,6,3,7,76
12,6,4,1,13
12,6,4,7,135
12,6,5,0,11
12,6,5,2,4
12,6,5,6,470
12,6,6,0,0
12,6,6,4,4
12,6,6,6,63
12,6,6,7,24
12,6,7,3,4
12,6,7,4,0
12,6,7,6,0
12,6,7,7,11
13,6,0,1,0
13,6,0,5,348
13,6,1,0,0
13,6,1,2,35
13,6,1,3,76
13,6,1,5,488
13,6,1,6,980
13,6,2,0,0
13,6,2,2,17
13,6,2,4,59
13,6,2,5,499
13,6,2,6,1522
13,6,2,7,150
13,6,3,1,4
13,6,3,2,13
13,6,3,4,56
13,6,3,6,1024
13,6,4,3,91
13,6,4,4,21
13,6,4,7,70
13,6,5,0,0
13,6,5,3,101
13,6,5,4,4
13,6,5,6,579
13,6,5,7,48
13,6,6,1,0
13,6,6,3,17
13,6,6,4,13
13,6,6,5,31
13,6,6,7,21
13,6,7,1,0
13,6,7,2,0
13,6,7,3,0
13,6,7,5,7
13,6,7,6,7
14,6,0,1,7
14,6,0,3,83
14,6,0,6,910
14,6,0,7,222
14,6,1,2,13
14,6,1,4,66
14,6,1,6,867
14,6,2,0,0
14,6,2,5,606
14,6,2,6,1348
14,6,2,7,87
14,6,3,4,66
14,6,3,5,895
14,6,3,7,66
14,6,4,1,11
14,6,4,3,163
14,6,4,6,1041
14,6,5,1,0
14,6,5,3,4
14,6,5,4,11
14,6,5,5,98
14,6,5,6,547
14,6,5,7,21
14,6,6,0,0
14,6,6,1,0
14,6,6,3,39
14,6,6,4,4
14,6,6,7,0
14,6,7,0,0
14,6,7,2,0
14,6,7,4,7
14,6,7,7,7
15,6,0,0,4
15,6,0,1,0
15,6,0,2,42
15,6,0,5,192
15,6,0,6,701
15,6,1,2,28
15,6,1,3,52
15,6,1,5,233
15,6,1,6,777
15,6,2,2,76
15,6,2,3,74
15,6,2,4,39
15,6,2,7,48
15,6,3,1,7
15,6,3,2,13
15,6,3,3,52
15,6,3,5,233
15,6,3,6,394
15,6,3,7,28
15,6,4,0,0
15,6,4,2,0
15,6,4,4,80
15,6,4,5,126
15,6,4,6,261
15,6,4,7,52
15,6,5,0,0
15,6,5,4,7
15,6,5,5,87
15,6,5,6,163
15,6,6,0,0
15,6,6,4,7
15,6,6,5,4
15,6,6,6,7
15,6,6,7,13
15,6,7,0,0
15,6,7,2,0
15,6,7,4,13
15,6,7,5,7
15,6,7,6,11
15,6,7,7,13
16,6,0,0,0
16,6,0,2,31
16,6,0,3,42
16,6,0,5,213
16,6,0,6,442
16,6,0,7,48
16,6,1,0,0
16,6,1,1,0
16,6,1,2,28
16,6,2,0,4
16,6,2,3,63
16,6,2,5,91
16,6,2,7,28
16,6,3,0,0
16,6,3,1,11
16,6,3,2,7
16,6,3,4,70
16,6,3,6,327
16,6,3,7,7
16,6,4,1,17
16,6,4,3,46
16,6,4,5,129
16,6,5,5,24
16,6,5,7,11
16,6,6,0,0
16,6,6,1,0
16,6,6,4,13
16,6,6,6,11
16,6,6,7,17
16,6,7,0,0
16,6,7,2,0
16,6,7,3,0
16,6,7,4,0
16,6,7,5,0
16,6,7,7,4
17,6,0,0,4
17,6,0,1,4
17,6,0,4,42
17,6,0,5,42
17,6,0,7,35
17,6,1,0,0
17,6,1,5,74
17,6,1,6,42
17,6,2,0,0
17,6,2,1,4
17,6,2,3,56
17,6,2,6,94
17,6,3,2,7
17,6,3,4,52
17,6,3,5,115
17,6,3,6,87
17,6,3,7,31
17,6,4,4,35
17,6,4,7,17
17,6,5,2,13
17,6,5,4,7
17,6,5,5,24
17,6,5,7,31
17,6,6,1,0
17,6,6,2,7
17,6,6,3,4
17,6,6,5,17
17,6,7,1,0
17,6,7,3,0
17,6,7,4,7
17,6,7,6,4
17,6,7,7,4
18,6,0,2,23
18,6,0,3,37
18,6,0,6,37
18,6,0,7,23
18,6,1,0,0
18,6,1,1,0
18,6,1,2,11
18,6,1,5,25
18,6,1,6,25
18,6,1,7,51
18,6,2,0,0
18,6,2,2,41
18,6,2,3,37
18,6,2,4,25
18,6,2,5,25
18,6,2,7,37
18,6,3,1,0
18,6,3,2,11
18,6,3,3,18
18,6,3,7,30
18,6,4,0,0
18,6,4,2,4
18,6,4,3,44
18,6,4,6,32
18,6,4,7,7
18,6,5,1,0
18,6,5,3,7
18,6,5,7,11
18,6,6,0,0
18,6,6,1,32
18,6,7,4,18
19,6,0,1,0
19,6,0,3,23
19,6,0,5,37
19,6,0,6,7
19,6,1,1,0
19,6,1,2,11
19,6,1,4,11
19,6,1,6,25
19,6,2,0,0
19,6,2,1,0
19,6,2,2,14
19,6,2,3,14
19,6,2,4,14
19,6,2,6,62
19,6,3,0,0
19,6,3,1,7
19,6,3,3,18
19,6,3,4,14
19,6,3,6,37
19,6,4,0,4
19,6,4,1,7
19,6,4,2,0
19,6,4,3,69
19,6,4,4,18
19,6,4,5,48
19,6,4,6,23
19,6,4,7,41
19,6,5,0,0
19,6,5,1,4
19,6,5,2,18
19,6,5,5,41
19,6,5,6,0
19,6,6,1,0
19,6,6,2,0
19,6,6,4,11
19,6,7,0,0
19,6,7,1,0
19,6,7,3,0
19,6,7,4,25
19,6,7,5,4
20,6,0,3,18
20,6,0,4,4
20,6,0,5,11
20,6,0,6,11
20,6,1,0,0
20,6,1,2,14
20,6,1,3,23
20,6,1,4,0
20,6,1,6,7
20,6,2,2,14
20,6,2,4,4
20,6,2,6,18
20,6,2,7,7
20,6,3,0,0
20,6,3,1,0
20,6,3,3,51
20,6,3,5,7
20,6,3,6,14
20,6,3,7,4
20,6,4,0,0
20,6,4,1,0
20,6,4,4,11
20,6,4,5,14
20,6,4,7,18
20,6,5,1,0
20,6,5,2,4
20,6,5,3,4
20,6,5,4,11
20,6,5,5,18
20,6,5,6,0
20,6,6,3,0
20,6,6,6,0
20,6,6,7,0
20,6,7,0,0
20,6,7,1,0
20,6,7,2,0
20,6,7,3,0
20,6,7,4,0
20,6,7,6,7
20,6,7,7,0
21,6,0,0,0
21,6,0,3,7
21,6,0,5,4
21,6,0,6,7
21,6,0,7,4
21,6,1,1,0
21,6,1,5,18
21,6,1,7,0
21,6,2,1,0
21,6,2,2,0
21,6,2,3,11
21,6,2,4,7
21,6,2,5,7
21,6,2,6,7
21,6,2,7,7
