time,row,col,demand
304,4,1,6
186,7,4,0
244,0,1,0
144,1,6,25
67,2,6,2179
58,3,6,100
626,2,2,116
465,6,6,0
684,0,2,128
616,1,3,82
443,4,0,0
115,4,0,0
36,1,3,252
528,0,0,0
233,5,5,26
107,1,0,0
246,4,7,0
453,4,1,8
451,1,4,73
335,6,2,16
293,6,7,9
416,2,2,12
10,7,5,3
393,1,6,7
728,5,5,1003
721,7,4,14
538,5,0,0
357,7,1,0
563,4,3,0
206,6,6,20
527,2,1,0
330,2,3,77
688,5,3,0
269,7,3,0
499,7,0,0
351,1,4,102
531,7,2,0
600,5,1,18
48,1,4,9
195,4,6,8
151,6,0,0
311,4,2,0
246,2,6,5
150,6,3,0
518,5,7,85
560,2,6,0
25,4,4,40
214,2,1,0
447,1,7,25
218,1,5,29
669,0,4,122
198,5,5,0
81,6,7,0
724,3,6,2618
492,2,3,64
717,7,3,0
85,1,0,4
219,3,4,29
676,4,3,66
543,2,5,249
502,1,2,64
73,6,5,4
314,4,1,26
249,3,7,5
167,7,3,0
280,4,5,29
682,7,2,0
369,4,2,0
137,2,3,59
45,3,4,23
443,1,1,0
197,5,7,0
612,6,3,0
169,4,3,46
348,2,5,21
258,4,2,0
730,6,2,0
545,4,3,15
350,0,4,37
445,4,2,0
249,4,6,0
691,4,3,0
115,7,4,40
418,7,2,0
427,2,7,39
387,2,1,0
136,3,2,70
382,1,5,358
348,3,5,17
60,4,4,51
297,0,6,0
62,7,4,3
536,5,3,0
660,6,1,0
270,7,0,0
361,7,3,0
286,6,6,14
453,4,6,66
560,5,7,0
22,3,6,114
675,6,1,0
622,4,4,92
480,4,6,579
369,3,7,0
49,7,1,0
478,5,2,13
423,1,6,87
55,3,4,0
356,2,1,0
229,2,3,26
393,7,5,0
728,6,7,449
353,6,6,6
622,2,0,0
475,3,6,130
5,7,1,0
476,2,6,194
84,3,3,98
292,5,6,0
712,2,3,13
245,5,3,0
221,1,2,0
629,1,5,60
439,4,5,13
627,0,2,11
705,6,5,13
215,7,2,0
221,4,4,21
133,1,1,4
236,2,0,5
296,7,1,0
4,5,6,0
171,3,5,0
73,7,5,4
400,0,3,101
357,7,6,0
502,7,7,8
223,6,5,0
406,3,3,23
163,2,7,343
145,1,6,25
0,0,1,0
465,4,7,0
727,1,3,1216
591,7,7,0
157,5,2,0
416,5,6,0
600,7,7,64
663,5,3,0
377,4,6,124
19,2,2,58
36,0,1,9
669,6,4,165
173,0,3,0
65,5,2,3
417,4,7,0
75,1,7,4
552,2,5,393
348,3,7,6
248,5,0,0
698,1,2,112
480,7,3,0
420,6,4,0
174,4,0,0
156,1,7,183
591,3,4,298
448,4,5,45
279,1,2,14
671,7,7,20
107,4,2,0
331,2,7,67
1,6,2,0
714,5,0,0
524,0,6,243
687,4,0,0
690,6,4,0
449,1,4,20
240,2,6,36
654,6,6,0
511,4,5,15
349,0,2,48
516,2,0,0
439,6,3,0
95,4,0,0
42,7,3,0
509,0,1,0
704,7,3,0
404,7,0,0
496,4,0,0
476,6,5,199
10,0,4,570
426,2,4,75
28,3,1,3
43,1,6,1912
261,7,5,5
315,6,6,16
66,6,5,94
293,3,4,58
368,3,3,0
109,7,1,0
461,7,3,0
115,6,1,4
606,4,5,46
329,0,3,57
297,4,2,0
356,0,7,156
386,0,3,108
286,4,0,9
297,7,6,15
566,7,5,10
6,1,0,0
634,1,6,30
651,6,1,0
198,3,7,0
134,5,0,0
234,5,5,21
477,1,2,48
44,5,4,6
495,0,2,203
497,6,6,8
172,1,1,4
392,2,5,7
554,0,2,84
17,6,1,0
6,1,1,0
642,1,6,67
127,2,3,7
302,5,7,30
360,0,5,646
257,3,4,44
622,3,3,149
56,0,4,81
85,2,7,117
481,6,3,0
107,0,3,13
718,5,3,43
371,6,4,0
322,1,2,0
558,1,5,42
568,7,5,10
306,5,5,15
269,3,1,0
104,5,5,4
540,2,6,0
73,2,6,41
705,4,5,134
588,5,7,61
147,5,3,4
337,7,7,0
273,7,2,0
215,1,1,5
450,2,2,86
606,7,5,0
412,0,6,63
422,6,3,31
435,3,3,58
570,1,0,10
420,3,6,7
612,4,2,0
514,2,0,0
342,5,6,17
288,1,6,19
284,7,1,0
688,3,5,128
135,4,3,11
13,6,7,181
214,3,1,33
555,3,3,74
221,6,4,0
343,7,0,0
93,7,6,19
224,2,4,8
608,6,2,0
110,2,6,54
198,7,0,0
29,0,1,0
564,7,5,0
102,6,5,13
464,1,7,8
366,2,3,11
57,2,0,0
554,1,2,26
107,1,4,10
485,0,6,64
675,4,5,202
84,7,4,4
354,6,3,0
81,0,3,95
35,5,0,0
144,4,2,4
337,1,4,71
66,7,3,3
611,2,0,0
234,6,5,16
681,4,6,0
692,4,3,0
199,4,1,0
344,1,0,0
597,4,5,159
92,4,5,180
649,5,0,0
399,3,0,0
662,0,4,102
64,3,5,455
632,2,6,37
25,6,4,9
449,1,1,0
639,5,5,49
660,2,6,31
529,3,2,40
694,4,7,54
237,1,2,34
17,0,6,273
91,6,3,16
348,7,4,0
577,3,0,0
649,5,5,184
170,2,4,4
259,1,6,31
396,0,1,0
60,6,1,0
107,4,1,0
218,3,3,13
60,2,3,139
144,0,6,37
332,7,4,0
301,7,1,0
525,5,2,0
543,7,2,0
648,6,1,0
51,0,5,3
549,1,5,175
127,3,7,0
244,3,5,9
80,4,0,0
122,3,0,0
454,5,4,20
628,2,1,19
615,1,6,46
573,4,6,619
629,0,6,49
247,1,2,0
245,3,1,0
564,2,2,58
623,0,7,82
720,2,1,23
348,0,0,6
72,6,5,6
104,7,1,0
205,3,2,12
646,0,2,78
391,2,2,0
680,0,6,0
169,7,4,0
617,5,3,0
22,7,1,0
699,5,7,35
326,3,3,160
88,0,2,44
195,7,3,0
195,6,0,0
678,5,1,0
143,1,6,42
117,7,5,13
309,4,6,239
728,7,1,0
154,3,6,388
313,2,0,0
262,5,1,9
194,0,2,12
77,2,5,0
303,6,3,0
583,4,0,0
652,4,1,0
29,2,2,3
596,6,1,0
236,7,3,0
227,4,2,0
598,4,2,0
636,6,3,0
539,1,7,0
299,6,2,0
401,4,3,30
250,1,6,22
703,7,5,22
255,0,2,50
399,5,6,30
429,2,3,94
245,7,6,0
687,2,7,0
441,4,3,0
243,4,0,0
503,0,4,240
448,3,2,0
372,4,3,0
515,0,2,9
121,7,3,4
284,2,1,5
16,4,2,0
361,2,5,244
202,0,2,16
5,5,0,0
318,7,2,0
436,1,3,91
216,6,5,26
239,3,3,21
295,1,5,0
100,5,1,0
45,4,2,0
390,4,2,7
177,1,7,0
294,3,0,0
263,7,3,0
492,4,1,0
63,4,3,9
473,5,0,0
692,2,4,0
93,1,0,0
192,2,0,0
308,5,6,43
67,1,2,145
451,2,4,53
221,0,0,0
515,2,6,9
138,7,1,0
256,4,7,44
75,2,6,6
261,2,6,62
52,3,4,0
634,1,7,11
244,6,3,0
522,2,6,275
493,2,1,0
463,2,2,8
688,0,5,235
296,0,3,6
263,5,0,0
726,2,6,7374
273,7,3,0
43,4,7,347
98,2,5,27
58,4,3,39
199,1,2,0
417,5,5,0
529,6,4,15
617,0,4,18
344,2,3,0
52,1,3,0
234,1,7,13
216,3,2,37
207,6,4,20
486,0,0,0
237,2,5,55
487,7,2,0
514,5,3,0
291,6,4,0
179,6,5,0
419,7,2,0
127,0,4,0
592,5,6,71
80,5,3,0
85,7,1,0
530,5,7,15
722,1,4,59
309,4,7,43
464,2,4,0
662,1,3,82
552,2,7,135
131,1,5,289
603,6,7,0
93,2,3,184
145,5,6,0
118,2,4,50
58,2,6,241
408,4,1,0
214,5,0,0
528,4,1,9
49,0,3,9
219,5,6,16
537,4,7,9
630,3,4,19
427,2,1,0
347,7,4,0
68,6,6,184
719,7,5,35
345,2,4,0
605,0,4,82
194,5,1,0
104,0,3,6
707,2,5,91
597,2,4,61
434,1,5,131
227,0,0,0
86,6,3,6
509,5,6,15
331,3,5,145
379,0,0,17
551,0,1,15
582,1,0,0
377,2,7,39
55,7,6,9
730,3,2,95
355,4,7,71
547,1,2,95
450,6,5,8
503,4,5,245
594,2,1,0
98,4,2,4
341,0,5,71
191,2,3,53
168,1,5,103
530,2,6,350
221,6,5,0
183,5,6,7
174,3,5,4
290,5,4,0
623,7,2,11
598,1,5,186
451,2,1,0
268,7,2,0
317,1,3,20
59,5,2,0
504,0,0,9
119,2,4,10
7,3,5,5
697,4,5,112
321,6,2,0
289,4,5,83
700,1,1,22
43,1,1,14
133,2,4,118
97,0,6,6
134,4,4,56
525,5,7,53
395,2,3,0
725,5,2,14
245,1,5,5
42,1,0,0
433,4,0,0
504,6,5,15
529,5,7,55
151,5,4,0
594,2,0,0
129,4,5,202
581,0,3,54
41,7,4,6
580,1,4,17
10,4,0,0
634,3,6,0
200,5,1,0
88,6,3,16
171,6,6,0
430,5,6,294
123,3,5,21
695,4,4,173
438,0,0,25
625,1,0,0
90,0,2,28
385,5,0,0
436,4,3,111
495,1,4,131
496,1,2,81
456,7,2,0
218,3,0,0
194,0,6,12
597,1,3,149
576,0,0,17
624,1,1,19
186,5,7,15
561,7,1,0
294,3,6,34
588,0,6,17
267,3,3,18
136,4,1,4
616,3,6,46
127,2,4,0
231,0,0,13
533,7,6,9
653,2,6,114
19,5,0,0
374,5,6,7
106,7,7,0
676,3,6,202
709,3,4,0
686,6,5,0
408,0,6,1239
511,1,2,0
512,2,1,0
361,1,6,886
151,4,5,0
641,3,6,67
368,1,3,0
692,4,1,0
730,2,3,104
22,6,7,8
25,4,3,80
53,1,5,3
514,7,6,0
241,5,7,14
527,1,0,0
384,4,6,614
521,5,2,15
726,0,5,1992
664,6,3,12
60,4,5,57
234,0,1,5
728,0,5,1062
220,4,4,16
210,0,0,88
708,1,5,56
561,2,3,10
722,2,2,82
203,3,7,45
375,6,0,0
76,2,7,6
23,0,6,49
354,5,1,6
198,5,1,0
30,6,3,0
562,2,6,10
413,6,4,0
619,4,7,92
682,0,1,0
212,7,2,0
604,5,7,75
73,4,5,16
260,3,1,9
85,3,6,474
610,1,0,0
310,5,6,255
667,0,3,165
671,3,3,102
190,1,1,0
410,5,5,87
223,5,2,0
424,6,7,12
450,4,5,86
709,4,1,13
699,6,4,13
702,1,7,246
288,4,6,30
194,3,1,5
705,6,6,22
163,5,0,0
384,4,1,23
254,6,7,14
143,7,6,4
135,6,6,7
352,2,6,162
249,6,2,0
565,4,2,0
8,1,0,5
648,1,0,0
338,4,2,0
187,4,2,0
692,3,4,0
268,6,3,47
153,0,4,73
140,6,0,0
553,6,0,0
394,2,4,0
105,2,5,4
396,4,6,30
467,7,4,0
7,2,3,3
310,2,3,83
122,0,4,7
36,4,1,11
555,5,5,74
15,5,7,5
598,2,7,159
238,7,6,8
411,5,4,43
180,1,5,12
421,5,1,19
597,5,1,0
108,7,5,6
566,0,6,32
609,7,7,0
361,7,7,7
409,6,6,31
669,4,0,0
341,2,4,37
260,0,3,75
105,6,6,0
540,1,4,65
457,4,3,61
39,7,3,3
14,0,5,92
643,5,2,108
80,1,4,19
541,6,6,15
226,5,6,0
41,3,2,9
649,7,6,39
201,6,1,0
290,4,1,0
724,5,6,309
497,7,5,14
325,1,2,170
10,6,2,0
728,5,6,368
481,1,3,131
543,2,1,0
60,1,4,100
40,1,5,654
703,5,3,13
47,1,3,52
658,4,1,0
566,5,3,52
50,6,5,9
56,4,5,54
200,5,0,0
407,0,7,507
75,3,0,0
295,7,6,0
495,6,1,0
702,1,2,259
514,1,1,0
402,1,5,96
97,6,2,4
656,2,2,20
474,1,0,0
577,7,7,0
28,6,5,0
362,5,7,17
281,3,1,0
241,5,4,27
438,3,1,8
346,0,7,0
576,4,6,650
623,7,3,0
496,6,6,14
278,4,0,0
440,0,1,0
701,7,0,0
528,1,7,184
662,5,7,12
564,3,1,0
435,6,6,8
315,2,2,26
407,1,2,53
679,5,5,0
531,5,3,15
157,7,3,398
484,0,4,59
661,6,2,0
331,7,3,6
506,5,2,9
29,6,5,3
620,7,3,0
47,0,6,32
203,6,4,0
648,7,3,0
350,6,5,33
663,7,0,0
136,1,3,170
669,7,7,39
565,3,7,16
103,6,0,0
580,4,3,203
631,7,3,0
266,4,6,52
122,5,1,0
610,0,7,0
359,4,2,0
589,7,4,10
175,6,0,0
677,1,1,21
255,0,4,14
24,2,1,3
0,5,4,11
693,1,5,288
477,1,5,165
223,5,3,0
143,1,5,74
500,4,5,109
645,2,7,116
592,6,0,0
533,6,4,15
243,6,6,0
250,4,5,9
386,5,2,0
515,3,6,9
435,1,5,40
31,4,0,0
597,3,2,34
84,3,2,57
403,1,6,190
519,5,1,0
657,2,6,31
578,6,2,0
329,7,5,0
393,4,3,18
490,1,4,8
692,5,6,0
588,1,1,0
249,4,0,0
144,5,5,44
461,0,3,34
228,7,1,0
76,4,3,28
311,0,3,117
545,1,2,55
566,0,3,94
506,6,7,0
536,1,0,0
101,3,4,10
117,4,2,0
479,1,7,111
136,0,0,0
141,6,4,7
128,6,5,17
647,6,5,86
258,1,4,36
729,2,3,163
341,5,5,17
725,2,6,4175
313,7,3,0
457,4,4,96
495,3,3,131
296,4,0,0
106,5,1,0
513,4,0,0
727,6,3,82
191,4,2,0
53,2,7,0
677,5,0,0
297,7,3,0
410,6,1,0
674,1,0,0
687,2,0,0
32,0,5,20
182,3,0,0
444,7,3,0
311,3,6,545
425,1,5,144
378,4,4,22
709,4,6,35
584,0,2,17
705,3,7,22
210,7,0,0
223,5,0,0
420,1,2,51
710,1,6,13
689,4,2,0
616,1,6,28
302,7,6,147
241,6,5,22
498,2,4,117
496,7,3,0
720,4,4,73
75,3,1,0
343,2,0,0
568,3,3,52
334,2,6,740
41,5,3,0
679,0,0,0
548,7,0,0
145,4,2,0
84,4,6,120
387,0,2,41
588,1,5,17
466,6,7,0
363,5,1,0
662,4,4,165
82,0,5,202
200,4,3,0
89,1,1,22
588,0,3,54
183,0,5,27
415,1,0,7
473,7,5,0
357,6,3,21
231,0,7,16
367,2,0,0
151,3,4,0
404,2,2,60
555,4,1,16
473,6,0,0
359,5,0,6
257,0,4,9
494,7,2,0
433,5,1,0
404,1,3,126
115,4,1,17
67,6,1,0
191,0,6,12
28,5,3,0
524,7,3,9
421,4,0,0
39,7,6,46
572,0,7,226
355,5,7,17
525,2,1,0
169,1,2,15
413,5,7,12
46,1,3,83
199,0,5,0
77,7,1,0
511,2,5,0
24,3,4,25
511,6,6,0
206,2,3,53
614,4,1,18
691,1,1,0
227,7,4,0
510,2,1,0
322,7,1,0
71,3,1,6
696,0,5,203
311,2,7,64
444,7,4,0
585,2,5,0
510,6,2,0
324,4,2,0
377,4,0,0
34,3,0,0
118,0,4,46
622,2,6,121
322,1,6,20
134,7,4,13
590,4,3,34
593,1,3,186
568,0,5,142
159,7,1,0
225,1,6,16
635,5,5,11
305,5,1,9
104,4,4,0
716,2,3,281
333,4,2,10
33,4,1,80
145,6,1,0
137,3,7,66
363,6,3,0
125,2,3,4
328,1,4,51
603,3,5,167
629,4,3,175
9,0,1,8
616,4,6,18
137,4,6,840
470,5,6,8
227,4,6,0
506,2,1,9
469,4,1,8
379,6,0,0
157,0,2,153
683,1,2,12
137,3,0,4
393,2,2,0
350,2,0,0
460,4,5,77
200,2,6,0
274,2,5,5
90,1,6,95
567,7,2,0
554,5,2,10
508,6,7,9
471,5,1,8
675,2,1,0
12,1,6,60
63,7,3,3
283,1,3,32
399,2,2,48
715,1,3,303
100,4,4,13
629,6,1,0
194,7,5,8
653,2,2,39
570,7,6,10
164,4,2,0
683,1,1,0
21,5,3,3
575,3,3,152
672,7,5,12
489,7,6,0
516,4,3,0
48,0,0,3
364,0,3,22
387,0,7,53
412,5,7,19
629,5,3,30
712,5,4,0
245,7,2,0
307,4,7,34
286,4,6,18
243,5,6,17
48,2,6,30
299,6,6,30
431,5,6,282
236,5,1,8
104,3,4,4
168,3,4,50
293,3,3,92
131,6,5,28
675,2,5,119
684,1,2,41
267,6,4,14
88,3,2,4
114,0,1,0
711,6,4,0
471,3,0,0
50,2,6,19
722,7,1,0
261,1,5,31
629,1,1,19
636,0,2,0
129,6,2,0
542,2,6,80
550,0,4,111
276,5,3,0
574,6,4,10
432,4,1,33
79,1,3,0
102,3,3,0
89,4,7,101
455,2,0,0
405,1,7,101
275,2,4,23
485,6,2,0
690,4,5,0
669,6,6,114
87,0,1,6
460,0,1,8
436,6,2,13
284,6,3,0
88,2,0,0
91,0,0,10
321,6,7,6
202,7,3,5
51,3,1,3
443,2,1,0
115,2,3,66
294,0,5,19
555,5,2,10
570,3,0,0
181,6,0,0
596,6,2,0
242,3,2,9
658,2,6,12
203,4,0,0
618,2,7,92
597,1,7,176
256,0,2,17
679,0,6,12
377,5,1,0
529,1,0,0
466,2,3,21
96,4,6,20
0,0,2,5
367,6,2,0
415,4,5,12
170,0,0,0
574,5,7,32
145,4,6,23
57,3,3,205
586,3,2,0
265,0,2,23
253,0,6,17
534,2,5,15
547,1,7,209
674,0,6,300
501,0,4,59
562,7,3,0
455,5,1,0
360,0,0,0
621,4,0,0
372,2,1,0
671,6,0,0
109,0,1,4
528,2,3,71
532,0,1,0
186,0,4,7
202,6,6,0
679,5,4,0
583,2,0,0
566,3,5,84
705,1,2,56
640,0,5,19
17,4,4,30
383,4,5,114
80,3,1,0
406,4,1,11
94,1,4,28
623,6,4,28
394,6,0,0
359,5,6,195
85,1,5,294
565,3,0,0
711,2,2,0
286,5,3,0
396,0,6,11
619,0,7,82
237,6,3,13
141,0,2,42
579,4,3,71
9,2,7,259
368,4,6,7
730,5,0,0
496,1,1,8
640,1,3,11
446,2,4,13
37,4,2,0
315,0,4,87
289,1,3,58
608,2,7,0
332,0,7,97
53,5,2,0
592,0,7,247
309,0,0,25
700,0,0,56
595,7,6,0
717,3,3,156
622,4,7,57
285,3,2,0
84,5,7,158
349,2,6,44
593,4,1,34
273,0,2,0
406,0,1,7
605,0,0,11
396,1,6,83
642,5,7,19
549,0,2,25
63,6,1,3
571,1,4,52
408,2,2,51
190,1,3,69
531,4,1,0
715,4,2,0
357,3,5,291
5,4,3,0
15,5,0,0
568,0,6,210
322,2,5,6
678,5,7,0
368,6,4,0
147,6,4,0
578,4,1,34
156,2,2,51
305,2,4,79
592,6,5,44
504,7,6,47
122,0,0,0
607,3,7,18
58,7,0,0
29,4,5,0
138,7,3,4
40,3,2,14
593,7,1,0
430,5,7,82
481,5,5,81
290,2,2,0
17,5,6,194
646,0,1,0
622,5,6,11
549,0,5,319
665,6,4,20
308,5,3,6
304,3,7,68
386,5,4,0
319,2,7,10
629,3,3,78
3,5,2,0
662,6,0,0
450,7,3,0
442,5,1,0
379,1,7,107
493,3,0,0
531,3,0,0
635,3,4,0
534,5,0,0
515,3,7,0
635,3,5,30
457,6,6,27
477,1,3,103
87,0,2,26
389,1,2,11
115,1,0,0
48,6,0,0
708,6,4,22
562,7,1,0
217,2,3,42
496,6,1,0
467,5,3,0
23,5,1,0
154,1,7,121
707,4,7,22
521,6,6,23
131,3,5,39
665,7,7,20
448,7,0,0
596,5,5,159
384,3,6,500
521,1,7,114
501,1,1,8
498,0,1,14
714,1,7,0
196,5,3,8
510,4,5,15
92,3,1,4
610,3,4,0
657,4,4,0
540,5,6,9
550,3,1,9
495,1,2,167
117,2,1,13
697,2,1,0
239,0,1,5
640,4,3,60
30,3,3,11
248,1,2,0
542,4,5,65
720,3,2,14
523,3,6,219
712,6,4,0
300,1,5,34
530,1,1,9
561,4,7,0
102,1,1,0
624,4,4,164
92,2,2,67
658,6,7,0
514,1,5,0
247,1,0,0
645,1,7,67
612,5,6,0
123,3,0,0
255,7,2,0
128,3,1,0
138,0,1,13
729,1,0,0
33,4,2,0
179,2,4,0
368,7,1,0
670,3,0,0
649,4,7,192
442,2,5,0
242,4,3,44
106,2,0,0
641,4,3,30
209,6,5,73
10,0,5,363
543,0,6,190
501,7,4,22
93,6,4,79
159,4,2,4
159,0,0,11
359,2,4,125
336,5,2,0
125,4,5,13
561,3,0,0
333,6,4,380
71,2,0,3
139,6,3,17
701,4,0,0
658,5,5,0
422,5,7,31
397,7,0,0
189,6,4,4
685,4,5,95
412,2,3,39
7,0,2,3
308,0,3,83
431,5,7,39
61,7,4,0
667,2,5,184
27,1,1,0
512,3,5,15
220,5,0,0
641,2,4,108
74,5,3,0
210,4,7,177
356,2,0,0
625,6,5,97
572,4,1,10
195,7,5,5
391,4,7,7
145,7,1,0
46,3,4,32
533,2,1,0
235,3,0,13
205,0,5,85
10,3,1,5
594,3,5,298
7,6,4,0
440,4,1,8
298,7,0,0
408,0,1,24
53,2,4,0
176,6,6,0
719,6,5,0
580,6,2,0
162,5,3,4
405,5,7,112
695,3,3,128
266,2,5,56
616,5,3,0
479,1,4,77
730,7,2,0
656,2,4,0
464,0,6,8
290,4,7,0
711,3,6,0
104,0,0,6
301,2,1,6
143,3,6,87
419,0,4,0
625,4,5,116
543,1,1,9
79,2,2,10
690,4,3,0
587,4,4,10
47,2,7,20
649,5,2,0
519,0,6,219
410,1,3,82
39,0,7,154
187,5,5,27
523,6,6,15
119,4,1,6
510,1,1,0
26,1,5,14
529,1,6,200
656,7,0,0
391,0,7,37
453,7,0,0
224,6,0,0
561,5,3,0
705,3,1,35
519,4,4,76
254,1,7,58
415,1,3,19
186,6,4,12
584,5,1,0
215,7,6,5
360,3,1,7
16,5,0,0
142,1,0,0
660,2,0,0
370,6,1,0
692,3,3,0
187,6,2,0
693,4,3,95
33,1,7,579
583,3,6,34
567,7,7,16
344,6,4,6
721,0,1,73
211,5,4,16
513,7,2,0
372,3,5,17
705,1,5,99
73,0,1,0
108,2,6,4
158,7,2,0
670,7,5,51
507,4,5,47
224,2,3,5
336,3,6,351
674,3,3,161
359,3,5,574
671,2,3,133
249,1,7,0
627,6,7,37
529,2,7,104
180,2,1,0
581,1,7,17
345,4,0,0
167,2,7,146
366,4,2,0
297,1,4,0
718,4,4,134
451,5,1,0
513,2,0,0
373,7,4,0
160,1,1,0
695,7,6,21
120,6,5,4
498,1,7,117
27,7,4,0
6,6,0,0
225,6,3,0
420,0,5,75
264,1,5,117
116,2,1,0
547,2,7,104
667,4,4,82
29,6,1,0
230,6,0,0
189,3,1,12
53,2,5,6
628,0,3,116
238,2,0,0
328,6,3,0
233,3,5,26
168,4,7,19
654,2,7,20
400,0,2,83
451,5,7,40
239,3,7,26
621,2,5,139
456,4,3,56
655,1,1,0
508,1,3,91
537,2,7,15
201,7,7,0
162,5,2,0
624,5,3,0
223,7,5,0
109,1,6,23
372,7,1,0
356,6,1,0
599,6,4,0
500,2,6,376
659,3,3,82
499,6,0,0
681,7,4,0
519,7,0,0
158,6,6,260
192,1,4,8
309,3,6,117
479,7,1,0
375,2,2,92
119,2,6,40
231,4,0,0
426,0,4,75
17,4,2,3
521,2,4,129
659,7,5,63
295,7,4,0
243,5,4,14
548,3,3,89
352,7,2,0
1,4,0,0
38,0,7,95
63,0,4,117
505,4,5,167
133,2,7,74
349,7,7,6
190,6,1,0
723,6,3,59
208,0,5,68
455,6,7,13
260,2,0,5
579,2,0,0
152,3,5,18
215,7,1,0
330,3,6,123
16,6,6,0
376,7,1,0
652,3,6,82
641,0,4,30
411,4,0,7
483,4,0,0
531,4,4,65
493,1,2,145
215,7,4,5
32,5,3,3
287,6,3,0
294,2,0,0
203,0,4,20
367,7,5,0
276,2,2,5
399,1,2,78
252,3,1,0
650,3,0,0
11,4,0,5
284,5,6,41
341,0,7,21
96,3,6,56
624,5,7,67
503,2,0,0
33,5,5,25
639,3,2,11
536,1,6,0
163,4,0,0
459,0,3,111
261,1,2,58
725,2,0,0
310,4,5,123
381,2,1,0
479,0,6,751
101,0,2,0
147,4,1,0
636,1,6,0
429,4,0,0
636,2,6,11
207,1,5,169
636,4,4,11
123,6,2,11
342,3,4,6
344,4,5,0
579,5,2,0
324,5,6,6
282,2,0,0
360,5,6,284
309,7,2,0
694,2,1,0
441,3,5,0
514,6,3,0
413,5,3,0
301,1,7,117
421,7,6,0
145,4,5,48
487,0,3,14
74,0,0,0
139,5,7,48
218,5,4,5
175,6,7,0
262,1,2,186
553,2,4,126
355,5,6,102
379,4,2,0
204,2,5,56
315,4,4,20
332,1,1,0
580,5,6,27
675,2,0,21
32,1,5,115
480,6,1,0
600,1,1,11
297,7,0,0
25,0,0,3
40,5,4,14
492,5,7,8
117,1,1,10
438,1,1,0
639,5,7,60
623,4,6,36
344,3,7,0
727,2,0,0
118,1,7,54
646,0,3,146
484,7,6,14
532,1,2,0
196,3,5,12
409,1,6,445
445,2,0,0
592,1,2,98
385,3,5,275
391,2,6,18
284,5,7,61
308,6,0,0
606,0,0,11
50,5,1,3
28,3,5,0
81,2,7,111
636,0,1,19
130,4,7,122
449,1,6,58
711,4,5,0
259,1,3,67
229,4,6,5
417,4,1,0
375,4,5,39
79,1,1,0
584,5,5,10
239,5,0,0
197,1,1,0
631,5,0,0
476,1,6,138
265,0,0,0
362,0,4,103
481,0,6,226
192,6,4,5
463,1,6,13
600,0,4,128
630,0,6,49
403,5,6,53
2,7,3,0
250,0,0,0
635,1,2,0
404,6,6,18
523,2,6,252
65,1,2,130
329,4,6,77
244,5,4,0
171,4,5,0
58,7,6,3
370,5,6,0
372,0,1,0
348,4,3,17
179,7,4,0
90,2,6,168
162,7,5,7
616,6,2,11
151,7,7,0
30,0,1,0
452,2,6,40
397,1,2,53
386,5,7,18
568,4,3,16
475,4,5,61
530,4,2,0
730,1,3,295
137,4,0,4
686,0,4,0
123,5,3,0
78,0,7,6
435,6,7,25
51,0,6,3
653,4,6,63
454,1,0,0
517,0,5,47
75,1,2,4
675,1,2,41
506,0,7,205
192,7,0,0
292,5,0,0
460,7,5,8
231,2,5,16
531,1,1,0
364,5,3,7
528,3,7,95
113,6,0,0
362,6,7,11
169,7,1,0
51,7,3,0
11,5,4,24
345,5,0,0
161,7,3,0
353,7,5,6
661,4,1,39
418,6,4,0
340,2,3,48
41,4,2,0
246,4,1,0
399,1,5,186
346,0,3,0
288,5,5,34
653,3,2,12
151,7,1,0
486,1,3,22
42,5,2,25
46,0,1,3
592,5,4,54
252,2,6,31
203,0,5,8
659,0,1,0
231,2,3,34
707,0,0,35
345,0,5,0
611,1,5,11
24,2,4,14
611,4,7,0
531,2,2,9
111,4,4,54
390,1,0,0
355,1,0,0
492,3,3,22
479,4,1,21
378,1,4,57
516,7,5,15
576,6,5,27
507,3,2,0
500,7,7,50
578,6,5,27
467,1,2,8
17,6,2,0
538,3,4,15
141,6,6,7
39,6,7,6
348,0,3,10
400,3,5,156
178,6,0,0
665,3,2,12
564,1,0,0
538,0,1,0
381,5,4,28
724,3,4,368
111,0,2,13
151,6,5,0
279,4,1,9
645,3,7,78
659,5,3,0
463,3,3,21
666,6,5,51
585,1,3,10
487,3,0,0
95,5,1,0
280,0,0,0
143,6,5,17
473,3,0,0
132,4,6,87
353,2,2,17
499,2,0,0
670,4,2,0
262,4,4,58
430,2,6,125
547,1,1,0
121,2,5,4
552,4,2,10
578,5,7,54
80,4,3,6
558,1,1,0
634,1,5,37
715,5,2,13
729,1,6,340
625,7,5,49
463,6,4,0
566,4,2,0
343,7,1,0
402,3,2,0
590,1,1,0
541,0,1,25
325,3,2,26
38,1,6,315
89,7,1,0
437,5,4,20
38,3,4,115
177,6,1,0
704,2,3,125
454,1,1,13
32,3,5,86
523,0,7,181
271,0,1,0
714,5,4,35
246,7,4,0
718,7,1,0
636,4,6,37
533,6,1,0
338,7,1,0
43,3,1,9
344,3,2,0
188,5,7,38
367,3,7,11
232,3,7,21
450,3,4,58
582,4,0,0
274,3,5,0
126,1,0,0
552,6,1,10
520,1,3,143
30,2,5,0
562,0,0,0
222,3,2,0
456,1,4,56
642,6,7,19
272,5,0,0
425,7,4,7
236,7,2,0
125,3,4,0
31,3,0,3
514,5,6,0
